,date,rose-0-0,rose-0-1,rose-0-2,rose-0-3,rose-0-4,rose-0-5,rose-0-6,rose-0-7,rose-1-0,rose-1-1,rose-1-2,rose-1-3,rose-1-4,rose-1-5,rose-1-6,rose-1-7,rose-2-0,rose-2-1,rose-2-2,rose-2-3,rose-2-4,rose-2-5,rose-2-6,rose-2-7
0,20131213,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2,2,2,1,1,1,2,2
1,20131214,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
2,20131215,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,20131216,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,20131217,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1
5,20131218,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1
6,20131219,2,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2
7,20131220,1,1,1,0,0,0,1,1,2,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2
8,20131221,1,1,1,0,0,0,1,1,2,2,2,1,1,1,2,2,3,3,3,2,1,1,2,3
9,20131222,1,1,1,0,0,0,1,1,2,2,2,1,1,1,2,2,2,2,2,2,1,1,2,2
10,20131223,2,2,2,1,1,1,2,2,3,3,3,2,2,2,3,3,3,3,3,2,2,2,3,3
11,20131224,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2
12,20131225,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2
13,20131226,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2
14,20131227,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2
15,20131228,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,2,2,2,2,1,1,1,2,2
16,20131229,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,2,2,2,2,1,0,1,1,2
17,20131230,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2,2,2,1,1,1,1,2
18,20131231,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
19,20140101,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
20,20140102,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1
21,20140103,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1
22,20140104,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1
23,20140105,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,20140106,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25,20140107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1
26,20140108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
27,20140109,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2
28,20140110,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2
29,20140111,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,3,3,3,3,2,2,3,3
30,20140112,1,1,1,1,1,0,1,1,2,2,2,2,2,1,2,2,3,3,3,2,2,2,2,3
31,20140113,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
32,20140114,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,1,2,2
33,20140115,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,1,2,2
34,20140116,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2
35,20140117,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2
36,20140118,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2
37,20140119,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,20140120,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39,20140121,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,20140122,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41,20140123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
42,20140124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
43,20140125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,20140126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
45,20140127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
46,20140128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
47,20140129,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0
48,20140130,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
49,20140131,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
50,20140201,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51,20140202,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,20140203,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,20140204,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,20140205,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,20140206,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,20140207,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
57,20140208,2,2,2,2,2,1,1,1,3,3,3,2,2,2,2,3,3,3,3,3,3,2,3,3
58,20140209,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,4,4,4,4,3,3,3,3,4
59,20140210,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
60,20140211,2,2,2,1,1,1,2,2,2,2,2,2,1,1,2,2,3,3,3,2,2,2,2,2
61,20140212,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2
62,20140213,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,3,3,2,1,1,2,2
63,20140214,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2
64,20140215,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3
65,20140216,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,3,3,3,3,3,2,2,2,3
66,20140217,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,3,3,3,3,3,2,2,2,3
67,20140218,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,1,1,2,2
68,20140219,1,1,1,1,1,0,0,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2
69,20140220,1,1,1,1,0,0,0,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2
70,20140221,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2
71,20140222,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,2,2,2,1,1,1,1,2
72,20140223,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73,20140224,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74,20140225,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,20140226,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
76,20140227,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
77,20140228,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
78,20140301,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
79,20140302,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
80,20140303,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81,20140304,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82,20140305,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
83,20140306,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
84,20140307,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
85,20140308,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
86,20140309,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
87,20140310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
